operation,architecture,cachePolicy,coldOrHot,fileId,userId,hit,cacheLevel,latency,nodeId,chunkCount,fileSize,speed,replicaCount,verificationPassed,createdAt
delete,traditional,lruk,cold,6a2c55c0d5fb089fbee2de07,69cfffee616f420dbf6f354c,FALSE,STORAGE,79,,7,519168,0,0,TRUE,Sat Jun 13 2026 00:26:48 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c1d5fb089fbee2de51,69cfffee616f420dbf6f354c,FALSE,STORAGE,106,,10,685056,0,0,TRUE,Sat Jun 13 2026 00:26:48 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c1d5fb089fbee2de8a,69cfffee616f420dbf6f354c,FALSE,STORAGE,65,,5,417792,0,0,TRUE,Sat Jun 13 2026 00:26:48 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c2d5fb089fbee2df8a,69cfffee616f420dbf6f354c,FALSE,STORAGE,212,,12,892928,0,0,TRUE,Sat Jun 13 2026 00:26:48 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c3d5fb089fbee2e0a2,69cfffee616f420dbf6f354c,FALSE,STORAGE,154,,13,851968,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c4d5fb089fbee2e0d2,69cfffee616f420dbf6f354c,FALSE,STORAGE,31,,2,109568,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c5d5fb089fbee2e127,69cfffee616f420dbf6f354c,FALSE,STORAGE,153,,14,1000448,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c5d5fb089fbee2e158,69cfffee616f420dbf6f354c,FALSE,STORAGE,28,,2,136192,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c6d5fb089fbee2e1a9,69cfffee616f420dbf6f354c,FALSE,STORAGE,138,,13,932864,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c7d5fb089fbee2e2df,69cfffee616f420dbf6f354c,FALSE,STORAGE,97,,8,523264,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c8d5fb089fbee2e431,69cfffee616f420dbf6f354c,FALSE,STORAGE,142,,14,1011712,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55c9d5fb089fbee2e47a,69cfffee616f420dbf6f354c,FALSE,STORAGE,87,,8,528384,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55cad5fb089fbee2e4c9,69cfffee616f420dbf6f354c,FALSE,STORAGE,119,,11,721920,0,0,TRUE,Sat Jun 13 2026 00:26:49 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55cad5fb089fbee2e4ff,69cfffee616f420dbf6f354c,FALSE,STORAGE,50,,4,207872,0,0,TRUE,Sat Jun 13 2026 00:26:50 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55ccd5fb089fbee2e672,69cfffee616f420dbf6f354c,FALSE,STORAGE,155,,13,913408,0,0,TRUE,Sat Jun 13 2026 00:26:50 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55cdd5fb089fbee2e7e3,69cfffee616f420dbf6f354c,FALSE,STORAGE,231,,13,913408,0,0,TRUE,Sat Jun 13 2026 00:26:50 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55ced5fb089fbee2e854,69cfffee616f420dbf6f354c,FALSE,STORAGE,145,,12,817152,0,0,TRUE,Sat Jun 13 2026 00:26:50 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55cfd5fb089fbee2e8a3,69cfffee616f420dbf6f354c,FALSE,STORAGE,107,,10,709632,0,0,TRUE,Sat Jun 13 2026 00:26:50 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d0d5fb089fbee2e8f0,69cfffee616f420dbf6f354c,FALSE,STORAGE,122,,10,699392,0,0,TRUE,Sat Jun 13 2026 00:26:50 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d1d5fb089fbee2eaa4,69cfffee616f420dbf6f354c,FALSE,STORAGE,145,,12,803840,0,0,TRUE,Sat Jun 13 2026 00:26:51 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d1d5fb089fbee2ead7,69cfffee616f420dbf6f354c,FALSE,STORAGE,46,,3,189440,0,0,TRUE,Sat Jun 13 2026 00:26:51 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d3d5fb089fbee2ec9d,69cfffee616f420dbf6f354c,FALSE,STORAGE,156,,14,999424,0,0,TRUE,Sat Jun 13 2026 00:26:51 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d3d5fb089fbee2ecde,69cfffee616f420dbf6f354c,FALSE,STORAGE,68,,6,389120,0,0,TRUE,Sat Jun 13 2026 00:26:51 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d4d5fb089fbee2ed1f,69cfffee616f420dbf6f354c,FALSE,STORAGE,111,,8,569344,0,0,TRUE,Sat Jun 13 2026 00:26:51 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d5d5fb089fbee2ed66,69cfffee616f420dbf6f354c,FALSE,STORAGE,335,,9,564224,0,0,TRUE,Sat Jun 13 2026 00:26:51 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d7d5fb089fbee2ef5b,69cfffee616f420dbf6f354c,FALSE,STORAGE,163,,14,998400,0,0,TRUE,Sat Jun 13 2026 00:26:51 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d7d5fb089fbee2ef98,69cfffee616f420dbf6f354c,FALSE,STORAGE,59,,5,345088,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d8d5fb089fbee2f18a,69cfffee616f420dbf6f354c,FALSE,STORAGE,102,,9,731136,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55d9d5fb089fbee2f1de,69cfffee616f420dbf6f354c,FALSE,STORAGE,129,,12,912384,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55dad5fb089fbee2f235,69cfffee616f420dbf6f354c,FALSE,STORAGE,128,,12,877568,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55dbd5fb089fbee2f466,69cfffee616f420dbf6f354c,FALSE,STORAGE,139,,14,936960,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55ddd5fb089fbee2f6a8,69cfffee616f420dbf6f354c,FALSE,STORAGE,147,,14,972800,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55ddd5fb089fbee2f6e9,69cfffee616f420dbf6f354c,FALSE,STORAGE,70,,6,393216,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55ded5fb089fbee2f72a,69cfffee616f420dbf6f354c,FALSE,STORAGE,86,,8,572416,0,0,TRUE,Sat Jun 13 2026 00:26:52 GMT+0530 (India Standard Time)
delete,traditional,lruk,cold,6a2c55dfd5fb089fbee2f769,69cfffee616f420dbf6f354c,FALSE,STORAGE,76,,7,478208,0,0,TRUE,Sat Jun 13 2026 00:26:53 GMT+0530 (India Standard Time)
